imsi_prefix,date,Incoming data,Outgoing data,cdrs
26601-Gibtel Telecommunications -GIBGT,02-06-2018,2807,613,333
26801-Vodafone Portugal-PRTTL,02-06-2018,4629,982,884
26803-Optimus -PRTOP,02-06-2018,150050,23258,9868
26806-TMN-PRTTM,02-06-2018,155077,22286,13659
27001-Luxembourg P&T-LUXPT,02-06-2018,66212,12017,38166
27077-Tango -LUXTG,02-06-2018,2671,780,425
27099-VOX Mobile - Luxembourg-LUXVM,02-06-2018,22956,5374,5296
27201-Vodafone Ireland-IRLEC,02-06-2018,7138,1810,30185
27202-O2 Ireland-IRLDF,02-06-2018,15035,3308,134347
27203-Meteor-IRLME,02-06-2018,1106635,146276,65745
27205-Hutchinson 3G - Ireland-IRLH3,02-06-2018,68629,11563,34013
27401-Landssimi Islands -ISLPS,02-06-2018,3443,286,147
27402-TAL -ISLTL,02-06-2018,3887,858,742
27411-Nova Iceland-ISLK9,02-06-2018,8870,1941,1360
27411-Nova Efh-ISLNO,02-06-2018,8870,1941,1360
27601-AMC (Albanian Mobile) -ALBAM,02-06-2018,229,70,1285
27801-Vodafone Malta-MLTTL,02-06-2018,228,43,190
27821-Go Mobile -MLTGO,02-06-2018,3324,521,585
28001-Cyprus Telecommunications Author-CYPCT,02-06-2018,144,48,228
28010-Scancom (Cyprus)-CYPSC,02-06-2018,19267,3964,2045
28020-CYPRUS Primtel-CYPPT,02-06-2018,5,2,19
28401-MobiTel AD Bulgaria-BGR01,02-06-2018,1551,166,258
28403-Bulgarian Telecom -  Bulgaria-BGRVA,02-06-2018,29815,5375,79690
28405-Globul - Cosmo Bulgaria -BGRCM,02-06-2018,334454,50887,24394
28601-Turkcell-TURTC,02-06-2018,117226,27778,6356
28603-IS TIM-TURIS,02-06-2018,6457,1110,376
29340-SI-Mobil-SVNSM,02-06-2018,1182,172,167
29341-Mobitel Slovenia-SVNMT,02-06-2018,4483,866,506
29364-T-2 d.o.o. Slovenia-SVNFT,02-06-2018,68,9,9
29401-Makedonski Telekomunikacii-MKDMM,02-06-2018,391,100,68
29502-VIAG Europlatform-LIEK9,02-06-2018,0,0,2
29502-VIAG Europlatform-LIEVE,02-06-2018,0,0,2
29505-Mobilkom-LIEMK,02-06-2018,32,40,2143
29702-T-Mobile Montenegro-MNETM,02-06-2018,0,0,67
30222-Telus Canada-CANTS,02-06-2018,42725,16348,11140
30237-Microcell (Fido)-CANMC,02-06-2018,4021,672,1588
30261-Bell Mobility-CANBM,02-06-2018,36621,11593,8293
30272-Rogers Wireless -CANRW,02-06-2018,21593,7393,10208
31017-Cingular (Pacific Bell Services)-USAPB,02-06-2018,1330,1090,13054
31026-T-Mobile- USAW6-USAW6,02-06-2018,732353,351110,222994
31041-Cingular (Genesis)-USACG,02-06-2018,929742,374725,201723
31148-Verizon-USAVZ,02-06-2018,0,0,16
33402-Radiomovil-MEXTL,02-06-2018,0,0,1
33403-Mexico - Telefonica-MEXMS,02-06-2018,0,0,87
33405-Iusacell Mexico-MEXIU,02-06-2018,17,12,49
33805-Digicel Barbados Barbados-BRBDC,02-06-2018,289,70,387
33805-Digicel Mossel-JAMDC,02-06-2018,289,70,387
33818-C&W/Jamaica-JAMCW,02-06-2018,0,2,173
34001-Orange Caraïbe (FWI)-GLP01,02-06-2018,3089,473,254
34020-FWI Bouygues Telecom-FRAF4,02-06-2018,27,3,16
34260-C&W/Barbados-BRBCW,02-06-2018,0,0,5
34492-Antigua C&W-ATGCW,02-06-2018,0,1,9
34614-C&W/Cayman-CYMCW,02-06-2018,29,10,99
34817-Cable Wireless-VGBCW,02-06-2018,1,1,6
35000-Bermuda Digital-BMUBD,02-06-2018,40,2,11
35486-Montserrat C & W-MSRCW,02-06-2018,11,1,33
35811-ST Lucia-LCACW,02-06-2018,0,0,3
36439-BTC-BHSBH,02-06-2018,3,0,9
36584-Anguillia C&W-AIACW,02-06-2018,0,0,7
37001-Orange Dominican Republic-DOM01,02-06-2018,0,0,3
37413-Digicel Trinidad-TTODL,02-06-2018,1,0,8
40001-Azercell Telecom-AZEAC,02-06-2018,110,4,6
40101-Kar-tel -KAZKT,02-06-2018,29,15,38
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,02-06-2018,2455,793,1071
40403-Airtel Bharti [Himachal Pradesh]-INDBL,02-06-2018,1,3,21
40404-Idea Cellular Delhi-INDID,02-06-2018,194,838,26
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,02-06-2018,849,87,135
40407-Idea Cellular [Andhra Pradesh] I-IND07,02-06-2018,238,23,67
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,02-06-2018,50331,13039,5863
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,02-06-2018,5184,3411,566
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,02-06-2018,22,205,12
40416-Bharti Hexacom North East  India-IND16,02-06-2018,8,4,17
40419-Escotel [Kerala] INDEK - 40419-INDEK,02-06-2018,0,0,2
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,02-06-2018,12927,4186,1608
40422-Idea Cellular [Maharashtra] INDB-INDBO,02-06-2018,1051,251,312
40424-Idea Cellular [Gujarat] INDBI - -INDBI,02-06-2018,15,4,6
40427-BPL Cellular [Maharashtra]-INDBM,02-06-2018,578,160,110
40430-Hutchison [Calcutta] INDCC - 404-INDCC,02-06-2018,1462,220,214
40431-Airtel Bharti [Calcutta] INDMT --INDMT,02-06-2018,4987,782,1823
40440-Airtel Bharti [Chennai] INDSC - -INDSC,02-06-2018,9548,2706,1537
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,02-06-2018,13,11,6
40444-Spice Telekom [Karnataka] INDSK -INDSK,02-06-2018,1,0,1
40445-Airtel Bharti [Karnataka] INDJB -INDJB,02-06-2018,18031,5360,2717
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,02-06-2018,44,34,11
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,02-06-2018,11428,3099,2021
40456-Escotel [UP West]-INDEU,02-06-2018,54,35,29
40470-Airtel India [Rajasthan] INDH1-INDH1,02-06-2018,3337,656,362
40490-Airtel Bharti [Maharashtra]-INDA2,02-06-2018,1449,399,2421
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,02-06-2018,10174,2653,9992
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,02-06-2018,628,147,242
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,02-06-2018,1706,462,289
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,02-06-2018,786,90,115
40496-Airtel Bharti [Haryana]-INDA5,02-06-2018,419,149,77
40497-Airtel Bharti [UP West] INDA6 - -INDA6,02-06-2018,575,64,101
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,02-06-2018,1132,665,253
40555-Bharti Airtel Jammu & Kashmir-IND13,02-06-2018,3,1,5
40556-Bharti Airtel Assam India-IND15,02-06-2018,191,20,31
40579-Idea Cellular Mumbai -INDIM,02-06-2018,41,18,53
41001-Mobilink-PAKMK,02-06-2018,10,10,16
41220-TDCA-AFGTD,02-06-2018,0,0,4
41301-Mobitel - Sri Lanka-LKA71,02-06-2018,39,7,11
41302-MTN Sri Lanka-LKADG,02-06-2018,1733,605,4043
41305-Bharti Airtel Lanka-LKAAT,02-06-2018,0,1,13
41501-FTML Lebanon-LBNFL,02-06-2018,1,0,4
41503-Libancell -LBNLC,02-06-2018,16,3,5
41601-MTS Fastlink-JORFL,02-06-2018,0,0,1
41677-Mobilecom -JORMC,02-06-2018,124,24,15
41820-Atheer - Iraq-IRQAT,02-06-2018,1,0,11
41840-Korek Telecom LTD - Iraq-IRQKK,02-06-2018,3,0,1
41903-Wataniya Telecom-KWTNM,02-06-2018,1980,600,121
42001-Saudi Telephone Company-SAUAJ,02-06-2018,14670,3258,1346
42003-Etihad Etisalat - Saudi Arabia-SAUET,02-06-2018,25878,6137,1319
42202-GTO Oman-OMNGT,02-06-2018,37,5,9
42203-Oman Mobile - Oman-OMNNT,02-06-2018,10,7,47
42402-Etisalat-ARETC,02-06-2018,18471,4080,2985
42403-United Arab Emirates-AREDU,02-06-2018,3750,787,1688
42501-Partner Communication-ISR01,02-06-2018,32450,9784,39339
42502-Cellcom-ISRCL,02-06-2018,12942,5832,1354
42503-Pelephone, Israel-ISRPL,02-06-2018,161,126,141
42601-Bahrain Telecommunications-BHRBT,02-06-2018,416,22,33
42701-Qatar Telekom -QATQT,02-06-2018,26863,5943,3463
43211-Iran TeleCom Co-IRN11,02-06-2018,466,113,117
44010-NTT DoCoMo-JPNDO,02-06-2018,9253,2749,3567
44020-J-Phone-JPNJP,02-06-2018,809,285,309
44050-KDDI-JPNKD,02-06-2018,4463,1161,481
44051-KDDI Japan-JPNKI,02-06-2018,6156,932,411
45005-SK Korea-KORSK,02-06-2018,7728,3129,3256
45006-LG U+ South Korea-KORLU,02-06-2018,11472,2107,821
45008-KT Freetel 3G-KORKF,02-06-2018,5721,1745,672
45202-GPC Vietnam-VNMVI,02-06-2018,4,1,4
45400-Hong Kong CSL -HKGTC,02-06-2018,9724,3331,943
45403-Hutchison 3G (Hong Kong)-HKGH3,02-06-2018,2439,774,351
45406-SmarTone Mobile Hong Kong-HKGSM,02-06-2018,25663,7244,2353
45412-Peoples Telephone Company -HKGPP,02-06-2018,3665,2022,226
45419-Sunday 3G - Hong Kong-HKGM3,02-06-2018,2478,360,211
46000-China Telecom-CHNCT,02-06-2018,95865,37322,11194
46001-China Unicom-CHNCU,02-06-2018,21886,7757,4186
46002-China Mobile - China-CHNCM,02-06-2018,15369,4497,1444
46007-China Mobile 3rd-CHNTD,02-06-2018,4202,1083,794
46601-Far EasTone Telecommunications-TWNFE,02-06-2018,5,1,3
46692-Chungwa Telecom LDM-TWNLD,02-06-2018,2420,706,275
46697-Taiwan Cellular Corp-TWNPC,02-06-2018,954,221,80
47001-GrameenPhone-BGDGP,02-06-2018,4,1,18
50216-DiGi Telecommunications -MYSMT,02-06-2018,13041,1455,5238
50219-Celcom-MYSCC,02-06-2018,26,5,13
50501-Telstra -AUSTA,02-06-2018,141107,39721,38338
50502-Optus Communications-AUSOP,02-06-2018,36322,11383,23144
51001-PT Satelindo Palapa-IDNSL,02-06-2018,429,234,51
51010-PT Telkomsel-IDNTS,02-06-2018,2763,2392,642
51502-Globe Telecom -PHLGT,02-06-2018,305,73,36
52000-Thailand, True Move-THACT,02-06-2018,1390,349,335
52003-AIS-THAWN,02-06-2018,148254,33534,10472
52005-Thailand DTAC-THADT,02-06-2018,1748,506,201
52018-Total Access Communications-THAWP,02-06-2018,0,0,1
52501-Singtel GSM 900-SGPST,02-06-2018,38369,14685,5306
52505-StarHub-SGPSH,02-06-2018,7362,1561,710
53001-Vodafone New Zealand-NZLBS,02-06-2018,1237,246,559
53005-Telecom-NZLTM,02-06-2018,17486,6254,5320
53024-NZ Communications-NZLNH,02-06-2018,2387,384,543
60201-Mobilnil-EGYAR,02-06-2018,2250,1435,686
60203-Etisalat - Egypt-EGYEM,02-06-2018,549,124,47
60303-Wataniya-DZAWT,02-06-2018,0,1,7
60400-Medi Telecom-MARMT,02-06-2018,102,17,87
60401-IAM-MARM1,02-06-2018,17,6,17
60402-Wana Morocco-MARM3,02-06-2018,0,0,2
60801-Sonatel-SENAZ,02-06-2018,0,0,1
61002-Ikatel Sa-MLI02,02-06-2018,0,0,1
61203-Orange Cote d'Ivoire-CIV03,02-06-2018,1,0,1
61701-Cellplus Mobile Communications-MUSCP,02-06-2018,0,0,24
61901-Celtel (SL) Limited-SLECT,02-06-2018,0,0,4
62001-Scancom -GHASC,02-06-2018,876,140,247
62003-Mobitel-GHAMT,02-06-2018,2,0,2
62006-Airtel Ghana-GHAZN,02-06-2018,1,11,175
62007-Glo Mobile-GHAGM,02-06-2018,0,2,15
62130-MTN-NGAMN,02-06-2018,2716,1150,4330
62150-Globacom - Nigeria-NGAGM,02-06-2018,132,50,27
62160-Etisalat Nigeria-NGAEM,02-06-2018,342,131,13020
62402-Orange Cameroon-CMR02,02-06-2018,16,1,7
63102-Unitel-AGOUT,02-06-2018,19,6,37
63510-Rwandacell - Rwanda-RWAMN,02-06-2018,2,6,81
63902-Safaricom -KENSA,02-06-2018,93,13,285
64005-Celtel Tanzania-TZACT,02-06-2018,0,0,13
64101-Celtel Uganda-UGACE,02-06-2018,4,18,725
64110-MTN-UGAMN,02-06-2018,14,21,25
64501-Celtel Zambia-ZMBCE,02-06-2018,1,1,2
64602-SMM - Madagascar-MDGAN,02-06-2018,0,0,45
64804-Econet-ZWEET,02-06-2018,21,5,43
65202-Orange Botswana-BWAVC,02-06-2018,0,0,6
65501-Vodacom South Africa-ZAFVC,02-06-2018,33,1,5
65507-Cell C-ZAFCC,02-06-2018,2,0,7
65510-MTN South Africa-ZAFMN,02-06-2018,742,257,4475
71030-Telefonica Nicaragua-NICMS,02-06-2018,3,0,1
71401-Cable & Wireless-PANCW,02-06-2018,30,7,4
71402-Telefonica Moviles-PANMS,02-06-2018,0,0,2
71606-Telefonica Moviles-PERMO,02-06-2018,1,0,7
72207-Argentina Telefonica-ARGTM,02-06-2018,171,86,97
72231-AMX Argentina-ARGCM,02-06-2018,0,0,1
72234-Personal Telecom-ARGTP,02-06-2018,1614,317,591
72402-TIM Region 2 Rio Norte-BRARN,02-06-2018,321,94,585
72403-TIM Region 3 Sau Paulo-BRASP,02-06-2018,874,635,474
72404-TIM Region 1 Cellular Centro-BRACS,02-06-2018,210,74,580
72406-Vivo 2-BRAV2,02-06-2018,229,33,80
72410-Vivo 1-BRAV1,02-06-2018,545,157,262
72411-Vivo 3-BRAV3,02-06-2018,305,131,158
72423-Telemig - Brazil-BRATC,02-06-2018,1,0,29
72431-TNL (Oi)-BRATM,02-06-2018,1,1,2
73001-Entel Telefonia Movil -CHLMV,02-06-2018,261,106,68
73212-Telefonica Moviles-COLTM,02-06-2018,455,243,77
73602-Entel Bolivia -BOLME,02-06-2018,11,3,19
73801-Digicel Guyana-GUYUM,02-06-2018,0,0,14
74801-Antel-URYAN,02-06-2018,64,16,7
74807-Telefonica Moviles-URYTM,02-06-2018,27,3,11
90131-Orange France-AAZOR,02-06-2018,40,3,34
90137-Transatel-AAZTR,02-06-2018,973,395,89
90140-Telekom Deutschland Global SIM-AAZTD,02-06-2018,9,18,7
20201-Cosmote Mobile Telecom-GRCCO,03-06-2018,119656,22856,16530
20205-Vodafone Greece-GRCPF,03-06-2018,1731,79,201
20210-Stet Hellas Telecommunications-GRCSH,03-06-2018,27029,5027,2293
20404-Vodafone Netherlands-NLDLT,03-06-2018,15367,9564,667321
20408-KPN Tel Netherlands -NLDPT,03-06-2018,596367,167249,731103
20412-Telfort-NLDTM,03-06-2018,7401,1513,1185
20416-T-Mobile Netherlands-NLDPN,03-06-2018,816061,128414,52835
20420-Orange Netherlands-NLDDT,03-06-2018,120,13,15
20601-Belgacom Mobile -BELTB,03-06-2018,43883,9999,8362
20610-Mobistar-BELMO,03-06-2018,188148,33641,79181
20620-Base-BELKO,03-06-2018,7384,1275,1021
20801-Orange France-FRAF1,03-06-2018,3162019,420517,432425
20810-SFR France-FRAF2,03-06-2018,0,0,6
20815-Free Mobile -FRAF5,03-06-2018,581729,93324,27407
20815-France Free Mobile-FRAFM,03-06-2018,581729,93324,27407
20820-Bouygues Telecom-FRAF3,03-06-2018,919858,113828,82818
21401-Vodafone Espaqa-ESPAT,03-06-2018,16627,2457,3582
21403-Amena-ESPRT,03-06-2018,1550659,235436,140965
21404-Xfera Moviles-ESPXF,03-06-2018,350066,52725,16621
21407-Telefonica Moviles-ESPTE,03-06-2018,59266,11973,89611
21421-Jazztel Spain -ESPJZ,03-06-2018,17739,3047,1659
21601-Pannon GSM-HUNH1,03-06-2018,90210,13513,7436
21630-Westel 900 GSM-HUNH2,03-06-2018,238113,42698,18711
21670-Vodafone Hungary-HUNVR,03-06-2018,1736,154,129
21901-HT Mobile-HRVCN,03-06-2018,146551,27621,6506
21902-Tele2  (Croatia)-HRVT2,03-06-2018,6050,517,353
21910-VIP Net GSM -HRVVI,03-06-2018,1338,679,82
22001-Mobtel-YUGMT,03-06-2018,10,2,3
22003-Telekom Srbija-YUGTS,03-06-2018,22,5,15
22201-TIM Italy -ITASI,03-06-2018,595858,86087,64875
22210-Vodafone Omnitel-ITAOM,03-06-2018,18603,3615,4409
22288-Wind Italy-ITAWI,03-06-2018,727878,97225,71368
22299-Hutchinson 3G - Italy-ITAH3,03-06-2018,25341,5227,3859
22601-Mobifon -ROMMF,03-06-2018,10212,1493,1825
22603-Cosmorom-ROMCS,03-06-2018,197604,31396,11908
22610-Orange Romania-ROMMR,03-06-2018,771699,157359,53409
22801-Swisscom-CHEC1,03-06-2018,253285,49944,26371
22802-sunrise-CHEDX,03-06-2018,35882,9618,7138
22803-Orange Switzerland-CHEOR,03-06-2018,55307,15104,6921
23001-T-Mobile Czech-CZERM,03-06-2018,196755,30245,15010
23002-Eurotel Praha -CZEET,03-06-2018,1496,292,388
23003-Cesky Mobil -CZECM,03-06-2018,4875,938,645
23101-Orange Slovakia-SVKGT,03-06-2018,83926,14023,6271
23102-Eurotel Bratislava-SVKET,03-06-2018,58228,10671,5086
23106-Telefonica o2-SVKO2,03-06-2018,340,74,163
23201-Mobilkom Austria-AUTPT,03-06-2018,2516,376,4519
23203-T-Mobile Austria-AUTMM,03-06-2018,137171,32180,599236
23205-Connect -AUTCA,03-06-2018,613,205,465
23207-Tele Ring Telekom -AUTTR,03-06-2018,51117,8855,5939
23401-MCOM UK-GBRYC,03-06-2018,6459828,581941,163103
23403-Airtel-GBRAJ,03-06-2018,1393,331,130
23418-Cloud 9-GBRC9,03-06-2018,4,2,55
23450-Jersey Telecoms -GBRJT,03-06-2018,10731,4884,215038
23455-Guernsey Telecom-GBRGT,03-06-2018,2581,227,1851
23458-Manx Telecom-GBRMT,03-06-2018,10789,4556,205759
23801-Tele Danmark Mobil-DNKTD,03-06-2018,40363,7437,5584
23802-Sonofon -DNKDM,03-06-2018,215518,37606,218035
23806-Hi3G - Denmark-DNKHU,03-06-2018,858,197,177
23820-Telia Mobile (Denmark)-DNKIA,03-06-2018,257499,47701,15471
24001-Telia Mobitel (Sweden)-SWETR,03-06-2018,634168,97131,39101
24002-HI 3G-SWEHU,03-06-2018,553,49,126
24007-Tele2 AB-SWEIQ,03-06-2018,399019,60634,99092
24008-Vodafone Sweden-SWEEP,03-06-2018,262784,42894,320776
24010-Tele2-SWESM,03-06-2018,0,0,49
24042-Sweden Telenor-SWECN,03-06-2018,48,83,90243
24201-Telenor Mobil -NORTM,03-06-2018,871967,148603,120988
24202-NetCom-NORNC,03-06-2018,309731,59485,42530
24205-Telia Norge Norway-NORNN,03-06-2018,65457,12290,10174
24405-Radiolinja Finland-FINRL,03-06-2018,1802,395,531
24412-Finnish 2G-FIN2G,03-06-2018,10301,1113,12388
24421-Elisa (2nd code)-FINES,03-06-2018,542,88,47
24491-Sonera Corporation-FINTF,03-06-2018,234270,37306,13601
24601-Omnitel Lithuania-LTUOM,03-06-2018,68492,11756,6882
24602-Bite GSM-LTUMT,03-06-2018,0,0,2
24603-Tele2-LTU03,03-06-2018,145722,24945,13773
24701-Latvian Mobile Telephone-LVALM,03-06-2018,55437,7282,6128
24702-Baltcom GSM -LVABC,03-06-2018,83970,10128,5746
24801-Estonian Mob Tel-ESTEM,03-06-2018,46427,8413,3613
24802-Radiolinja Estonia-ESTRE,03-06-2018,903,120,97
24803-Estonia Ritabell (Tele2)-ESTRB,03-06-2018,29585,4397,18184
25001-MTS-RUS01,03-06-2018,8186,4068,1574
25002-MegaFon -RUSNW,03-06-2018,7948,1874,1222
25099-VimpelCom-RUSBD,03-06-2018,27021,6417,13045
25501-Ukraine Mobile Communications-UKRUM,03-06-2018,71,10,12
25503-Kyvistar GSM-UKRKS,03-06-2018,8759,2498,1827
25506-Astelit LLC-UKRAS,03-06-2018,629,231,364
25901-Voxtel-MDAVX,03-06-2018,6,1,15
26001-Polkomtel -POLKM,03-06-2018,308576,38953,21068
26002-Era -POL02,03-06-2018,485079,68558,38097
26003-PTK Centeltel -POL03,03-06-2018,778646,105179,83561
26006-P4 - 3G Poland-POLP4,03-06-2018,67,42,1483
26201-T-Mobile Germany-DEUD1,03-06-2018,1483171,321569,886479
26202-Vodafone Germany-DEUD2,03-06-2018,8486,2200,3875
26203-Eplus -DEUE1,03-06-2018,11964,3837,6443
26207-O2 Germany-DEUE2,03-06-2018,47201,11652,14423
26601-Gibtel Telecommunications -GIBGT,03-06-2018,1852,378,259
26801-Vodafone Portugal-PRTTL,03-06-2018,5342,1046,905
26803-Optimus -PRTOP,03-06-2018,157344,25925,8683
26806-TMN-PRTTM,03-06-2018,136133,20291,12198
27001-Luxembourg P&T-LUXPT,03-06-2018,76394,10618,36640
27077-Tango -LUXTG,03-06-2018,3379,1043,398
27099-VOX Mobile - Luxembourg-LUXVM,03-06-2018,20550,3417,5554
27201-Vodafone Ireland-IRLEC,03-06-2018,7597,1748,29405
27202-O2 Ireland-IRLDF,03-06-2018,14807,3229,142807
27203-Meteor-IRLME,03-06-2018,1188815,157134,64224
27205-Hutchinson 3G - Ireland-IRLH3,03-06-2018,73551,10883,29935
27401-Landssimi Islands -ISLPS,03-06-2018,1126,128,164
27402-TAL -ISLTL,03-06-2018,2632,583,735
27411-Nova Iceland-ISLK9,03-06-2018,9473,2138,1140
27411-Nova Efh-ISLNO,03-06-2018,9473,2138,1140
27601-AMC (Albanian Mobile) -ALBAM,03-06-2018,430,71,322
27602-Vodafone Albania-ALBVF,03-06-2018,0,1,6
27801-Vodafone Malta-MLTTL,03-06-2018,810,169,274
27821-Go Mobile -MLTGO,03-06-2018,2007,353,507
28001-Cyprus Telecommunications Author-CYPCT,03-06-2018,492,71,159
28010-Scancom (Cyprus)-CYPSC,03-06-2018,17818,3914,1753
28020-CYPRUS Primtel-CYPPT,03-06-2018,40,5,13
28310-Orange-ARMOR,03-06-2018,2,1,2
28401-MobiTel AD Bulgaria-BGR01,03-06-2018,855,231,169
28403-Bulgarian Telecom -  Bulgaria-BGRVA,03-06-2018,42558,5330,3811
28405-Globul - Cosmo Bulgaria -BGRCM,03-06-2018,336251,49497,22302
28601-Turkcell-TURTC,03-06-2018,116315,23966,6026
28603-IS TIM-TURIS,03-06-2018,6246,1294,377
28604-Aycell - Turkey-TURAC,03-06-2018,0,0,1
29340-SI-Mobil-SVNSM,03-06-2018,1204,200,163
29341-Mobitel Slovenia-SVNMT,03-06-2018,14134,2236,694
29364-T-2 d.o.o. Slovenia-SVNFT,03-06-2018,78,8,14
29401-Makedonski Telekomunikacii-MKDMM,03-06-2018,146,22,26
29502-VIAG Europlatform-LIEK9,03-06-2018,3,1,4
29502-VIAG Europlatform-LIEVE,03-06-2018,3,1,4
29505-Mobilkom-LIEMK,03-06-2018,27,36,2297
29702-T-Mobile Montenegro-MNETM,03-06-2018,0,0,35
30222-Telus Canada-CANTS,03-06-2018,42216,15912,10762
30237-Microcell (Fido)-CANMC,03-06-2018,3223,993,1539
30261-Bell Mobility-CANBM,03-06-2018,36063,10689,7752
30272-Rogers Wireless -CANRW,03-06-2018,19351,5453,7168
31017-Cingular (Pacific Bell Services)-USAPB,03-06-2018,1134,1136,10655
31026-T-Mobile- USAW6-USAW6,03-06-2018,686583,338790,209106
31041-Cingular (Genesis)-USACG,03-06-2018,1001623,369940,192364
31148-Verizon-USAVZ,03-06-2018,5,1,7
33402-Radiomovil-MEXTL,03-06-2018,0,0,1
33403-Mexico - Telefonica-MEXMS,03-06-2018,0,2,72
33405-Iusacell Mexico-MEXIU,03-06-2018,154,74,68
33805-Digicel Barbados Barbados-BRBDC,03-06-2018,553,54,226
33805-Digicel Mossel-JAMDC,03-06-2018,553,54,226
33818-C&W/Jamaica-JAMCW,03-06-2018,0,5,151
34001-Orange Caraïbe (FWI)-GLP01,03-06-2018,1903,533,211
34020-FWI Bouygues Telecom-FRAF4,03-06-2018,14,13,12
34260-C&W/Barbados-BRBCW,03-06-2018,0,0,1
34492-Antigua C&W-ATGCW,03-06-2018,15,3,13
34614-C&W/Cayman-CYMCW,03-06-2018,33,3,89
34817-Cable Wireless-VGBCW,03-06-2018,0,0,1
35000-Bermuda Digital-BMUBD,03-06-2018,2,0,5
35211-Grenada-GRDCW,03-06-2018,1,0,3
35486-Montserrat C & W-MSRCW,03-06-2018,0,0,1
36291-Setel NV (UTS Wireless Curacao)-ANTUT,03-06-2018,1,1,1
36439-BTC-BHSBH,03-06-2018,0,0,9
36584-Anguillia C&W-AIACW,03-06-2018,0,0,18
36611-Dominica - C & W-DMACW,03-06-2018,0,0,9
37413-Digicel Trinidad-TTODL,03-06-2018,1,0,23
40001-Azercell Telecom-AZEAC,03-06-2018,11,1,8
40002-Bakcell -AZEBC,03-06-2018,0,0,1
40101-Kar-tel -KAZKT,03-06-2018,256,42,89
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,03-06-2018,3984,1393,1009
40403-Airtel Bharti [Himachal Pradesh]-INDBL,03-06-2018,2,1,16
40404-Idea Cellular Delhi-INDID,03-06-2018,131,75,20
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,03-06-2018,1574,742,127
40407-Idea Cellular [Andhra Pradesh] I-IND07,03-06-2018,6,4,29
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,03-06-2018,53830,15333,5817
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,03-06-2018,4274,956,490
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,03-06-2018,2,1,3
40419-Escotel [Kerala] INDEK - 40419-INDEK,03-06-2018,1,1,13
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,03-06-2018,21646,4091,1326
40422-Idea Cellular [Maharashtra] INDB-INDBO,03-06-2018,233,61,218
40424-Idea Cellular [Gujarat] INDBI - -INDBI,03-06-2018,6,3,3
40427-BPL Cellular [Maharashtra]-INDBM,03-06-2018,567,414,90
40430-Hutchison [Calcutta] INDCC - 404-INDCC,03-06-2018,2299,783,283
40431-Airtel Bharti [Calcutta] INDMT --INDMT,03-06-2018,4036,1319,1592
40440-Airtel Bharti [Chennai] INDSC - -INDSC,03-06-2018,9267,2433,1339
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,03-06-2018,148,38,6
40444-Spice Telekom [Karnataka] INDSK -INDSK,03-06-2018,0,0,3
40445-Airtel Bharti [Karnataka] INDJB -INDJB,03-06-2018,19343,5396,2608
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,03-06-2018,33,29,17
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,03-06-2018,9537,2282,1934
40456-Escotel [UP West]-INDEU,03-06-2018,107,19,20
40470-Airtel India [Rajasthan] INDH1-INDH1,03-06-2018,2525,712,362
40490-Airtel Bharti [Maharashtra]-INDA2,03-06-2018,7674,1142,2420
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,03-06-2018,9424,2368,10356
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,03-06-2018,999,263,202
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,03-06-2018,2876,678,274
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,03-06-2018,323,134,96
40496-Airtel Bharti [Haryana]-INDA5,03-06-2018,414,88,62
40497-Airtel Bharti [UP West] INDA6 - -INDA6,03-06-2018,563,228,73
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,03-06-2018,1152,933,180
40555-Bharti Airtel Jammu & Kashmir-IND13,03-06-2018,0,0,4
40556-Bharti Airtel Assam India-IND15,03-06-2018,297,18,29
40579-Idea Cellular Mumbai -INDIM,03-06-2018,120,17,34
41001-Mobilink-PAKMK,03-06-2018,54,9,11
41220-TDCA-AFGTD,03-06-2018,0,0,6
