imsi,date,recordcount
40445-Airtel Bharti [Karnataka] INDJB -INDJB,08-06-2018,1640
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,08-06-2018,15
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,08-06-2018,1336
40456-Escotel [UP West]-INDEU,08-06-2018,16
40470-Airtel India [Rajasthan] INDH1-INDH1,08-06-2018,581
40490-Airtel Bharti [Maharashtra]-INDA2,08-06-2018,244
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,08-06-2018,1440
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,08-06-2018,128
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,08-06-2018,172
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,08-06-2018,76
40496-Airtel Bharti [Haryana]-INDA5,08-06-2018,69
40497-Airtel Bharti [UP West] INDA6 - -INDA6,08-06-2018,87
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,08-06-2018,96
40503-Tata Docomo Mumbai-INDTG,08-06-2018,8
40504-Tata Docomo Tamil Nadu-INDT2,08-06-2018,5
40504-TATA Docomo India-INDTO,08-06-2018,5
40555-Bharti Airtel Jammu & Kashmir-IND13,08-06-2018,2
40556-Bharti Airtel Assam India-IND15,08-06-2018,4
40579-Idea Cellular Mumbai -INDIM,08-06-2018,76
40585-Idea Cellular Chennai-INDIT,08-06-2018,3
40585-IDEA WEST BENGAL-INDIW,08-06-2018,3
41001-Mobilink-PAKMK,08-06-2018,213
41003-Ufone Pakistan-PAKUF,08-06-2018,38
41004-CMPak Limited-PAKPL,08-06-2018,10
41201-TSI - Afghanistan-AFGAW,08-06-2018,1
41301-Mobitel - Sri Lanka-LKA71,08-06-2018,56
41302-MTN Sri Lanka-LKADG,08-06-2018,336
41305-Bharti Airtel Lanka-LKAAT,08-06-2018,2
41401-MPT-MMRFT,08-06-2018,1
41501-FTML Lebanon-LBNFL,08-06-2018,203
41503-Libancell -LBNLC,08-06-2018,93
41677-Mobilecom -JORMC,08-06-2018,13
41702-Spacetel - Syria-SYRSP,08-06-2018,2
41805-Asiacell - Iraq-IRQAC,08-06-2018,4
41820-Atheer - Iraq-IRQAT,08-06-2018,4
41840-Korek Telecom LTD - Iraq-IRQKK,08-06-2018,3
41903-Wataniya Telecom-KWTNM,08-06-2018,65
42001-Saudi Telephone Company-SAUAJ,08-06-2018,1144
42003-Etihad Etisalat - Saudi Arabia-SAUET,08-06-2018,779
42101-Sabafon-YEMSA,08-06-2018,1
42202-GTO Oman-OMNGT,08-06-2018,46
42203-Oman Mobile - Oman-OMNNT,08-06-2018,32
42402-Etisalat-ARETC,08-06-2018,1709
42403-United Arab Emirates-AREDU,08-06-2018,333
42501-Partner Communication-ISR01,08-06-2018,1933
42502-Cellcom-ISRCL,08-06-2018,413
42503-Pelephone, Israel-ISRPL,08-06-2018,26
42601-Bahrain Telecommunications-BHRBT,08-06-2018,19
42602-MTC Vodafone-BHRMV,08-06-2018,2
42701-Qatar Telekom -QATQT,08-06-2018,1796
43211-Iran TeleCom Co-IRN11,08-06-2018,71
44010-NTT DoCoMo-JPNDO,08-06-2018,455
44020-J-Phone-JPNJP,08-06-2018,56
44050-KDDI-JPNKD,08-06-2018,124
44051-KDDI Japan-JPNKI,08-06-2018,55
45005-SK Korea-KORSK,08-06-2018,495
45006-LG U+ South Korea-KORLU,08-06-2018,235
45008-KT Freetel 3G-KORKF,08-06-2018,163
45201-VMS Mobifone-VNMMO,08-06-2018,37
45202-GPC Vietnam-VNMVI,08-06-2018,26
45400-Hong Kong CSL -HKGTC,08-06-2018,89
45403-Hutchison 3G (Hong Kong)-HKGH3,08-06-2018,44
45406-SmarTone Mobile Hong Kong-HKGSM,08-06-2018,473
45412-Peoples Telephone Company -HKGPP,08-06-2018,37
45419-Sunday 3G - Hong Kong-HKGM3,08-06-2018,67
45501-Companhia Telecomunicoes-MACCT,08-06-2018,3
46000-China Telecom-CHNCT,08-06-2018,2747
46001-China Unicom-CHNCU,08-06-2018,787
46002-China Mobile - China-CHNCM,08-06-2018,693
46007-China Mobile 3rd-CHNTD,08-06-2018,115
46601-Far EasTone Telecommunications-TWNFE,08-06-2018,1
46692-Chungwa Telecom LDM-TWNLD,08-06-2018,81
46697-Taiwan Cellular Corp-TWNPC,08-06-2018,23
47001-GrameenPhone-BGDGP,08-06-2018,1
47003-Banglalink - Bangladesh-BGDBL,08-06-2018,3
47201-Dhiraagu-MDV01,08-06-2018,1
50212-Maxis-MYSBC,08-06-2018,20
50216-DiGi Telecommunications -MYSMT,08-06-2018,113
50218-France Telecom Roaming Global Ex-MYSFT,08-06-2018,2
50219-Celcom-MYSCC,08-06-2018,37
50501-Telstra -AUSTA,08-06-2018,13452
50502-Optus Communications-AUSOP,08-06-2018,5726
51001-PT Satelindo Palapa-IDNSL,08-06-2018,58
51010-PT Telkomsel-IDNTS,08-06-2018,128
51502-Globe Telecom -PHLGT,08-06-2018,73
52000-Thailand, True Move-THACT,08-06-2018,11
52003-AIS-THAWN,08-06-2018,713
52005-Thailand DTAC-THADT,08-06-2018,49
52018-Total Access Communications-THAWP,08-06-2018,1
52501-Singtel GSM 900-SGPST,08-06-2018,848
52503-MobileOne-SGPM1,08-06-2018,3
52505-StarHub-SGPSH,08-06-2018,127
52811-DST Communications-BRNDS,08-06-2018,19
53001-Vodafone New Zealand-NZLBS,08-06-2018,123
53005-Telecom-NZLTM,08-06-2018,2860
53024-NZ Communications-NZLNH,08-06-2018,431
60201-Mobilnil-EGYAR,08-06-2018,517
60203-Etisalat - Egypt-EGYEM,08-06-2018,15
60301-PTT-AMN-DZAA1,08-06-2018,9
60303-Wataniya-DZAWT,08-06-2018,6
60400-Medi Telecom-MARMT,08-06-2018,47
60401-IAM-MARM1,08-06-2018,107
60502-Tunisie Telecom-TUNTT,08-06-2018,33
60601-El Madar Tel Co-LBY01,08-06-2018,1
60701-Gamcell-GMB01,08-06-2018,5
60801-Sonatel-SENAZ,08-06-2018,21
61002-Ikatel Sa-MLI02,08-06-2018,11
61101-Orange-GINGS,08-06-2018,24
61203-Orange Cote d'Ivoire-CIV03,08-06-2018,26
61701-Cellplus Mobile Communications-MUSCP,08-06-2018,81
61807-Celcom Telecom - Liberia-LBR07,08-06-2018,10
61901-Celtel (SL) Limited-SLECT,08-06-2018,55
62001-Scancom -GHASC,08-06-2018,373
62006-Airtel Ghana-GHAZN,08-06-2018,2
62007-Glo Mobile-GHAGM,08-06-2018,1
62130-MTN-NGAMN,08-06-2018,2635
62150-Globacom - Nigeria-NGAGM,08-06-2018,454
62160-Etisalat Nigeria-NGAEM,08-06-2018,722
62401-MTN Cameroon-CMRMT,08-06-2018,10
62402-Orange Cameroon-CMR02,08-06-2018,18
62701-GETESA-GNQ01,08-06-2018,12
62901-Airtel-COGCT,08-06-2018,1
63001-Vodacom Congo (Democratic)-CODVC,08-06-2018,1
63102-Unitel-AGOUT,08-06-2018,78
63301-Cable & Wireless-SYCCW,08-06-2018,18
63401-MobiTel Sudan-SUDMO,08-06-2018,27
63402-Bashair Telecom - Sudan-SDNBT,08-06-2018,5
63402-MTN-SSDMN,08-06-2018,5
63510-Rwandacell - Rwanda-RWAMN,08-06-2018,4
63902-Safaricom -KENSA,08-06-2018,314
63903-KenCell -KENKC,08-06-2018,41
64005-Celtel Tanzania-TZACT,08-06-2018,2
64101-Celtel Uganda-UGACE,08-06-2018,8
64110-MTN-UGAMN,08-06-2018,22
64111-Uganda Telecom-UGATL,08-06-2018,1
64114-Orange-UGAOR,08-06-2018,4
64304-Vodacom-MOZVC,08-06-2018,1
64502-Telecel Zambia-ZMB02,08-06-2018,5
64602-SMM - Madagascar-MDGAN,08-06-2018,9
64700-Orange Reunion - Reunion-REU02,08-06-2018,354
64801-Net One-ZWEN1,08-06-2018,5
64804-Econet-ZWEET,08-06-2018,41
64901-MTC Namibia -NAM01,08-06-2018,11
65201-Mascom Wireless -BWAGA,08-06-2018,9
65202-Orange Botswana-BWAVC,08-06-2018,34
65310-MTN Swaziland-SWZMN,08-06-2018,5
65501-Vodacom South Africa-ZAFVC,08-06-2018,10
65507-Cell C-ZAFCC,08-06-2018,86
65510-MTN South Africa-ZAFMN,08-06-2018,1457
70401-Sercom S.A-GTMSC,08-06-2018,5
72207-Argentina Telefonica-ARGTM,08-06-2018,30
72234-Personal Telecom-ARGTP,08-06-2018,134
72402-TIM Region 2 Rio Norte-BRARN,08-06-2018,68
72403-TIM Region 3 Sau Paulo-BRASP,08-06-2018,62
72404-TIM Region 1 Cellular Centro-BRACS,08-06-2018,7
72406-Vivo 2-BRAV2,08-06-2018,10
72410-Vivo 1-BRAV1,08-06-2018,18
72411-Vivo 3-BRAV3,08-06-2018,2
72423-Telemig - Brazil-BRATC,08-06-2018,8
73001-Entel Telefonia Movil -CHLMV,08-06-2018,26
73210-Occidente Y Caribe Celular Sa Oc-COLCM,08-06-2018,12
73212-Telefonica Moviles-COLTM,08-06-2018,4
73801-Digicel Guyana-GUYUM,08-06-2018,3
74801-Antel-URYAN,08-06-2018,25
90131-Orange France-AAZOR,08-06-2018,18
20201-Cosmote Mobile Telecom-GRCCO,09-06-2018,13362
20205-Vodafone Greece-GRCPF,09-06-2018,162
20209-Wind Greece (Q-Telecom)-GRCQT,09-06-2018,161
20210-Stet Hellas Telecommunications-GRCSH,09-06-2018,4249
20404-Vodafone Netherlands-NLDLT,09-06-2018,11114
20408-KPN Tel Netherlands -NLDPT,09-06-2018,4388
20412-Telfort-NLDTM,09-06-2018,543
20416-T-Mobile Netherlands-NLDPN,09-06-2018,13430
20420-Orange Netherlands-NLDDT,09-06-2018,10
20601-Belgacom Mobile -BELTB,09-06-2018,3295
20610-Mobistar-BELMO,09-06-2018,11637
20620-Base-BELKO,09-06-2018,399
20801-Orange France-FRAF1,09-06-2018,110623
20810-SFR France-FRAF2,09-06-2018,1
20815-Free Mobile -FRAF5,09-06-2018,50870
20815-France Free Mobile-FRAFM,09-06-2018,50870
20820-Bouygues Telecom-FRAF3,09-06-2018,36175
21401-Vodafone Espaqa-ESPAT,09-06-2018,452
21403-Amena-ESPRT,09-06-2018,72479
21404-Xfera Moviles-ESPXF,09-06-2018,4487
21407-Telefonica Moviles-ESPTE,09-06-2018,7529
21421-Jazztel Spain -ESPJZ,09-06-2018,402
21601-Pannon GSM-HUNH1,09-06-2018,4004
21630-Westel 900 GSM-HUNH2,09-06-2018,9381
21670-Vodafone Hungary-HUNVR,09-06-2018,47
21803-Eronet-BIHER,09-06-2018,1
21805-MOBIS-BIHMS,09-06-2018,5
21901-HT Mobile-HRVCN,09-06-2018,2009
21902-Tele2  (Croatia)-HRVT2,09-06-2018,219
21910-VIP Net GSM -HRVVI,09-06-2018,42
22001-Mobtel-YUGMT,09-06-2018,32
22003-Telekom Srbija-YUGTS,09-06-2018,212
22201-TIM Italy -ITASI,09-06-2018,14807
22210-Vodafone Omnitel-ITAOM,09-06-2018,1082
22288-Wind Italy-ITAWI,09-06-2018,16722
22299-Hutchinson 3G - Italy-ITAH3,09-06-2018,915
22601-Mobifon -ROMMF,09-06-2018,1121
22603-Cosmorom-ROMCS,09-06-2018,19200
22610-Orange Romania-ROMMR,09-06-2018,87962
22801-Swisscom-CHEC1,09-06-2018,7277
22802-sunrise-CHEDX,09-06-2018,6734
22803-Orange Switzerland-CHEOR,09-06-2018,3662
23001-T-Mobile Czech-CZERM,09-06-2018,11754
23002-Eurotel Praha -CZEET,09-06-2018,285
23003-Cesky Mobil -CZECM,09-06-2018,853
23101-Orange Slovakia-SVKGT,09-06-2018,7492
23102-Eurotel Bratislava-SVKET,09-06-2018,4261
23106-Telefonica o2-SVKO2,09-06-2018,63
23201-Mobilkom Austria-AUTPT,09-06-2018,101
23203-T-Mobile Austria-AUTMM,09-06-2018,2605
23205-Connect -AUTCA,09-06-2018,50
23207-Tele Ring Telekom -AUTTR,09-06-2018,1703
23403-Airtel-GBRAJ,09-06-2018,906
23410-02 UK-GBRCN,09-06-2018,136
23415-Vodafone UK-GBRVF,09-06-2018,79
23418-Cloud 9-GBRC9,09-06-2018,103
23420-3 UK-GBRHU,09-06-2018,33
23450-Jersey Telecoms -GBRJT,09-06-2018,2782
23455-Guernsey Telecom-GBRGT,09-06-2018,3736
23458-Manx Telecom-GBRMT,09-06-2018,10541
23801-Tele Danmark Mobil-DNKTD,09-06-2018,1152
23802-Sonofon -DNKDM,09-06-2018,5233
23806-Hi3G - Denmark-DNKHU,09-06-2018,23
23820-Telia Mobile (Denmark)-DNKIA,09-06-2018,3732
24001-Telia Mobitel (Sweden)-SWETR,09-06-2018,11694
24002-HI 3G-SWEHU,09-06-2018,15
24007-Tele2 AB-SWEIQ,09-06-2018,9746
24008-Vodafone Sweden-SWEEP,09-06-2018,5404
24201-Telenor Mobil -NORTM,09-06-2018,19959
24202-NetCom-NORNC,09-06-2018,8385
24205-Telia Norge Norway-NORNN,09-06-2018,2470
24405-Radiolinja Finland-FINRL,09-06-2018,85
24412-Finnish 2G-FIN2G,09-06-2018,448
24421-Elisa (2nd code)-FINES,09-06-2018,49
24491-Sonera Corporation-FINTF,09-06-2018,3092
24601-Omnitel Lithuania-LTUOM,09-06-2018,7217
24602-Bite GSM-LTUMT,09-06-2018,3
24603-Tele2-LTU03,09-06-2018,11897
24701-Latvian Mobile Telephone-LVALM,09-06-2018,8471
24702-Baltcom GSM -LVABC,09-06-2018,6016
24801-Estonian Mob Tel-ESTEM,09-06-2018,1566
24802-Radiolinja Estonia-ESTRE,09-06-2018,104
24803-Estonia Ritabell (Tele2)-ESTRB,09-06-2018,622
25001-MTS-RUS01,09-06-2018,1363
25002-MegaFon -RUSNW,09-06-2018,1207
25099-VimpelCom-RUSBD,09-06-2018,2714
25501-Ukraine Mobile Communications-UKRUM,09-06-2018,107
25503-Kyvistar GSM-UKRKS,09-06-2018,812
25506-Astelit LLC-UKRAS,09-06-2018,44
25901-Voxtel-MDAVX,09-06-2018,79
25902-Moldcell-MDAMC,09-06-2018,3
26001-Polkomtel -POLKM,09-06-2018,50620
26002-Era -POL02,09-06-2018,75177
26003-PTK Centeltel -POL03,09-06-2018,118493
26006-P4 - 3G Poland-POLP4,09-06-2018,116
26201-T-Mobile Germany-DEUD1,09-06-2018,29213
26202-Vodafone Germany-DEUD2,09-06-2018,601
26203-Eplus -DEUE1,09-06-2018,968
26207-O2 Germany-DEUE2,09-06-2018,1299
26601-Gibtel Telecommunications -GIBGT,09-06-2018,229
26801-Vodafone Portugal-PRTTL,09-06-2018,465
26803-Optimus -PRTOP,09-06-2018,13581
26806-TMN-PRTTM,09-06-2018,12476
27001-Luxembourg P&T-LUXPT,09-06-2018,1437
27077-Tango -LUXTG,09-06-2018,84
27099-VOX Mobile - Luxembourg-LUXVM,09-06-2018,650
27201-Vodafone Ireland-IRLEC,09-06-2018,5499
27202-O2 Ireland-IRLDF,09-06-2018,3132
27203-Meteor-IRLME,09-06-2018,57964
27205-Hutchinson 3G - Ireland-IRLH3,09-06-2018,5532
27401-Landssimi Islands -ISLPS,09-06-2018,89
27402-TAL -ISLTL,09-06-2018,54
27411-Nova Iceland-ISLK9,09-06-2018,370
27411-Nova Efh-ISLNO,09-06-2018,370
27601-AMC (Albanian Mobile) -ALBAM,09-06-2018,95
27801-Vodafone Malta-MLTTL,09-06-2018,128
27821-Go Mobile -MLTGO,09-06-2018,788
28001-Cyprus Telecommunications Author-CYPCT,09-06-2018,194
28010-Scancom (Cyprus)-CYPSC,09-06-2018,5382
28020-CYPRUS Primtel-CYPPT,09-06-2018,95
28201-Geocell -GEOGC,09-06-2018,1
28202-Magticom-GEOMA,09-06-2018,6
28305-Vivacell-ARM05,09-06-2018,1
28310-Orange-ARMOR,09-06-2018,6
28401-MobiTel AD Bulgaria-BGR01,09-06-2018,374
28403-Bulgarian Telecom -  Bulgaria-BGRVA,09-06-2018,6823
28405-Globul - Cosmo Bulgaria -BGRCM,09-06-2018,26660
28601-Turkcell-TURTC,09-06-2018,2637
28603-IS TIM-TURIS,09-06-2018,164
29340-SI-Mobil-SVNSM,09-06-2018,39
29341-Mobitel Slovenia-SVNMT,09-06-2018,563
29364-T-2 d.o.o. Slovenia-SVNFT,09-06-2018,115
29401-Makedonski Telekomunikacii-MKDMM,09-06-2018,32
29502-VIAG Europlatform-LIEK9,09-06-2018,2
29502-VIAG Europlatform-LIEVE,09-06-2018,2
29505-Mobilkom-LIEMK,09-06-2018,5
29701-Telenor Montenegro-MNEPM,09-06-2018,12
29702-T-Mobile Montenegro-MNETM,09-06-2018,14
30222-Telus Canada-CANTS,09-06-2018,6742
30237-Microcell (Fido)-CANMC,09-06-2018,161
30261-Bell Mobility-CANBM,09-06-2018,5123
30272-Rogers Wireless -CANRW,09-06-2018,933
31015-Cingular (Bell South Mobility)-USABS,09-06-2018,5
31017-Cingular (Pacific Bell Services)-USAPB,09-06-2018,329
31026-T-Mobile- USAW6-USAW6,09-06-2018,58324
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,09-06-2018,3
31038-AT&T Wireless-USAAT,09-06-2018,3
31041-Cingular (Genesis)-USACG,09-06-2018,63168
33405-Iusacell Mexico-MEXIU,09-06-2018,6
33805-Digicel Barbados Barbados-BRBDC,09-06-2018,113
33805-Digicel Mossel-JAMDC,09-06-2018,113
33818-C&W/Jamaica-JAMCW,09-06-2018,1
34001-Orange Caraïbe (FWI)-GLP01,09-06-2018,367
34020-FWI Bouygues Telecom-FRAF4,09-06-2018,1
34260-C&W/Barbados-BRBCW,09-06-2018,1
34492-Antigua C&W-ATGCW,09-06-2018,1
34614-C&W/Cayman-CYMCW,09-06-2018,24
34857-CCT Boatphone - Virgin Islands-VGBCC,09-06-2018,9
35000-Bermuda Digital-BMUBD,09-06-2018,9
35211-Grenada-GRDCW,09-06-2018,1
35486-Montserrat C & W-MSRCW,09-06-2018,1
35611-St Kitts - C & W-KNACW,09-06-2018,7
35811-ST Lucia-LCACW,09-06-2018,13
36291-Setel NV (UTS Wireless Curacao)-ANTUT,09-06-2018,6
36439-BTC-BHSBH,09-06-2018,3
36584-Anguillia C&W-AIACW,09-06-2018,26
37001-Orange Dominican Republic-DOM01,09-06-2018,1
37002-Claro-DOMCL,09-06-2018,3
37413-Digicel Trinidad-TTODL,09-06-2018,1
37635-Turks & Calcos - C & W-TCACW,09-06-2018,3
40001-Azercell Telecom-AZEAC,09-06-2018,32
40002-Bakcell -AZEBC,09-06-2018,3
40102-K'Cell-KAZKZ,09-06-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,09-06-2018,785
40403-Airtel Bharti [Himachal Pradesh]-INDBL,09-06-2018,4
40404-Idea Cellular Delhi-INDID,09-06-2018,12
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,09-06-2018,215
40407-Idea Cellular [Andhra Pradesh] I-IND07,09-06-2018,26
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,09-06-2018,6490
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,09-06-2018,863
40412-Escotel [Haryana] INDEH - 40412-INDEH,09-06-2018,7
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,09-06-2018,26
40416-Bharti Hexacom North East  India-IND16,09-06-2018,16
40419-Escotel [Kerala] INDEK - 40419-INDEK,09-06-2018,16
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,09-06-2018,1234
40422-Idea Cellular [Maharashtra] INDB-INDBO,09-06-2018,100
40424-Idea Cellular [Gujarat] INDBI - -INDBI,09-06-2018,22
40427-BPL Cellular [Maharashtra]-INDBM,09-06-2018,106
40430-Hutchison [Calcutta] INDCC - 404-INDCC,09-06-2018,202
40431-Airtel Bharti [Calcutta] INDMT --INDMT,09-06-2018,578
40440-Airtel Bharti [Chennai] INDSC - -INDSC,09-06-2018,967
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,09-06-2018,18
40445-Airtel Bharti [Karnataka] INDJB -INDJB,09-06-2018,1334
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,09-06-2018,19
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,09-06-2018,1113
40456-Escotel [UP West]-INDEU,09-06-2018,30
40470-Airtel India [Rajasthan] INDH1-INDH1,09-06-2018,537
40490-Airtel Bharti [Maharashtra]-INDA2,09-06-2018,168
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,09-06-2018,973
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,09-06-2018,160
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,09-06-2018,193
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,09-06-2018,92
40496-Airtel Bharti [Haryana]-INDA5,09-06-2018,55
40497-Airtel Bharti [UP West] INDA6 - -INDA6,09-06-2018,65
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,09-06-2018,86
40502-India TATA Docomo-INDT0,09-06-2018,2
40503-Tata Docomo Mumbai-INDTG,09-06-2018,7
40504-Tata Docomo Tamil Nadu-INDT2,09-06-2018,2
40504-TATA Docomo India-INDTO,09-06-2018,2
40555-Bharti Airtel Jammu & Kashmir-IND13,09-06-2018,9
40556-Bharti Airtel Assam India-IND15,09-06-2018,26
40579-Idea Cellular Mumbai -INDIM,09-06-2018,129
41001-Mobilink-PAKMK,09-06-2018,270
41003-Ufone Pakistan-PAKUF,09-06-2018,40
41220-TDCA-AFGTD,09-06-2018,1
41301-Mobitel - Sri Lanka-LKA71,09-06-2018,63
41302-MTN Sri Lanka-LKADG,09-06-2018,220
41305-Bharti Airtel Lanka-LKAAT,09-06-2018,1
41401-MPT-MMRFT,09-06-2018,2
41501-FTML Lebanon-LBNFL,09-06-2018,178
41503-Libancell -LBNLC,09-06-2018,57
41601-MTS Fastlink-JORFL,09-06-2018,1
41603-Umniah - Jordan-JORUM,09-06-2018,1
41677-Mobilecom -JORMC,09-06-2018,9
41702-Spacetel - Syria-SYRSP,09-06-2018,10
41805-Asiacell - Iraq-IRQAC,09-06-2018,10
41820-Atheer - Iraq-IRQAT,09-06-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,09-06-2018,7
41903-Wataniya Telecom-KWTNM,09-06-2018,91
41904-Viva Kuwait -KWTKT,09-06-2018,23
42001-Saudi Telephone Company-SAUAJ,09-06-2018,1165
42003-Etihad Etisalat - Saudi Arabia-SAUET,09-06-2018,729
42004-Zain Saudi Arabia-SAUZN,09-06-2018,4
42101-Sabafon-YEMSA,09-06-2018,1
42202-GTO Oman-OMNGT,09-06-2018,36
42203-Oman Mobile - Oman-OMNNT,09-06-2018,19
42402-Etisalat-ARETC,09-06-2018,1357
42403-United Arab Emirates-AREDU,09-06-2018,307
42501-Partner Communication-ISR01,09-06-2018,995
42502-Cellcom-ISRCL,09-06-2018,209
42503-Pelephone, Israel-ISRPL,09-06-2018,19
42505-Paltel-PSEJE,09-06-2018,1
42601-Bahrain Telecommunications-BHRBT,09-06-2018,27
42701-Qatar Telekom -QATQT,09-06-2018,1642
43211-Iran TeleCom Co-IRN11,09-06-2018,187
43404-Unitel-UZBDU,09-06-2018,19
43701-Bitel -KGZ01,09-06-2018,3
44010-NTT DoCoMo-JPNDO,09-06-2018,293
44020-J-Phone-JPNJP,09-06-2018,20
44050-KDDI-JPNKD,09-06-2018,57
44051-KDDI Japan-JPNKI,09-06-2018,80
45005-SK Korea-KORSK,09-06-2018,387
45006-LG U+ South Korea-KORLU,09-06-2018,220
45008-KT Freetel 3G-KORKF,09-06-2018,88
45201-VMS Mobifone-VNMMO,09-06-2018,9
45202-GPC Vietnam-VNMVI,09-06-2018,15
45400-Hong Kong CSL -HKGTC,09-06-2018,35
45403-Hutchison 3G (Hong Kong)-HKGH3,09-06-2018,45
45406-SmarTone Mobile Hong Kong-HKGSM,09-06-2018,367
45412-Peoples Telephone Company -HKGPP,09-06-2018,35
45419-Sunday 3G - Hong Kong-HKGM3,09-06-2018,45
45501-Companhia Telecomunicoes-MACCT,09-06-2018,5
46000-China Telecom-CHNCT,09-06-2018,2298
46001-China Unicom-CHNCU,09-06-2018,671
46002-China Mobile - China-CHNCM,09-06-2018,626
46007-China Mobile 3rd-CHNTD,09-06-2018,122
46601-Far EasTone Telecommunications-TWNFE,09-06-2018,3
46692-Chungwa Telecom LDM-TWNLD,09-06-2018,57
46697-Taiwan Cellular Corp-TWNPC,09-06-2018,9
47001-GrameenPhone-BGDGP,09-06-2018,14
47003-Banglalink - Bangladesh-BGDBL,09-06-2018,7
47201-Dhiraagu-MDV01,09-06-2018,3
50212-Maxis-MYSBC,09-06-2018,5
50216-DiGi Telecommunications -MYSMT,09-06-2018,82
50218-France Telecom Roaming Global Ex-MYSFT,09-06-2018,3
50219-Celcom-MYSCC,09-06-2018,34
50501-Telstra -AUSTA,09-06-2018,10860
50502-Optus Communications-AUSOP,09-06-2018,4985
51001-PT Satelindo Palapa-IDNSL,09-06-2018,17
51010-PT Telkomsel-IDNTS,09-06-2018,140
51502-Globe Telecom -PHLGT,09-06-2018,35
52000-Thailand, True Move-THACT,09-06-2018,12
52003-AIS-THAWN,09-06-2018,634
52004-Real Future Thailand-THACA,09-06-2018,3
52005-Thailand DTAC-THADT,09-06-2018,26
52501-Singtel GSM 900-SGPST,09-06-2018,576
52503-MobileOne-SGPM1,09-06-2018,20
52505-StarHub-SGPSH,09-06-2018,121
52802-B-Mobile Communications Sdn Bhd-BRNFT,09-06-2018,8
52811-DST Communications-BRNDS,09-06-2018,9
53001-Vodafone New Zealand-NZLBS,09-06-2018,151
53005-Telecom-NZLTM,09-06-2018,2411
53024-NZ Communications-NZLNH,09-06-2018,401
60201-Mobilnil-EGYAR,09-06-2018,450
60203-Etisalat - Egypt-EGYEM,09-06-2018,57
60301-PTT-AMN-DZAA1,09-06-2018,14
60303-Wataniya-DZAWT,09-06-2018,6
60400-Medi Telecom-MARMT,09-06-2018,17
60401-IAM-MARM1,09-06-2018,51
60501-Orange Tunisia-TUNOR,09-06-2018,5
60502-Tunisie Telecom-TUNTT,09-06-2018,20
60601-El Madar Tel Co-LBY01,09-06-2018,6
60701-Gamcell-GMB01,09-06-2018,5
60702-Africell-GMBAC,09-06-2018,2
60801-Sonatel-SENAZ,09-06-2018,2
61002-Ikatel Sa-MLI02,09-06-2018,10
61101-Orange-GINGS,09-06-2018,5
61203-Orange Cote d'Ivoire-CIV03,09-06-2018,53
61701-Cellplus Mobile Communications-MUSCP,09-06-2018,80
61807-Celcom Telecom - Liberia-LBR07,09-06-2018,7
61901-Celtel (SL) Limited-SLECT,09-06-2018,24
62001-Scancom -GHASC,09-06-2018,238
62006-Airtel Ghana-GHAZN,09-06-2018,8
62007-Glo Mobile-GHAGM,09-06-2018,1
62130-MTN-NGAMN,09-06-2018,1763
62150-Globacom - Nigeria-NGAGM,09-06-2018,323
62160-Etisalat Nigeria-NGAEM,09-06-2018,578
62401-MTN Cameroon-CMRMT,09-06-2018,3
62402-Orange Cameroon-CMR02,09-06-2018,8
63001-Vodacom Congo (Democratic)-CODVC,09-06-2018,5
63086-Orange-CODFT,09-06-2018,1
63102-Unitel-AGOUT,09-06-2018,89
63301-Cable & Wireless-SYCCW,09-06-2018,70
63401-MobiTel Sudan-SUDMO,09-06-2018,47
63402-Bashair Telecom - Sudan-SDNBT,09-06-2018,21
63402-MTN-SSDMN,09-06-2018,21
63510-Rwandacell - Rwanda-RWAMN,09-06-2018,6
63902-Safaricom -KENSA,09-06-2018,155
63903-KenCell -KENKC,09-06-2018,40
64005-Celtel Tanzania-TZACT,09-06-2018,4
64101-Celtel Uganda-UGACE,09-06-2018,7
64110-MTN-UGAMN,09-06-2018,29
64114-Orange-UGAOR,09-06-2018,1
64502-Telecel Zambia-ZMB02,09-06-2018,6
64700-Orange Reunion - Reunion-REU02,09-06-2018,186
